ID,Line,EndLine,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L31538,67,95,0.0,0,0,1,0,1.0,0.708333,17,0,4,0,0,0,0,0
L31549,67,101,0.0,0,0,6,0,1.0,0.714286,20,0,5,0,0,0,0,0
L537,101,945,0.147541,5,74,12,5,1.0,0.597345,405,0,17,18,18,16,44,1
L30871,76,367,0.448637,3,43,5,0,0.210526,0.315789,78,15,8,2,2,2,18,0
L30842,109,168,0.0,0,6,3,0,1.0,0.8536590000000001,70,0,0,0,0,3,6,0
L31807,76,186,0.0,0,6,1,0,1.0,0.4456520000000001,41,0,2,2,2,0,6,0
L31815,76,151,0.0,4,14,0,7,0.25,0.138462,9,3,3,3,2,0,8,0
L31872,97,397,0.168378,2,40,1,18,0.363636,0.402299,105,7,14,3,1,6,75,0
L31867,77,140,0.0,0,9,1,5,0.833333,0.580645,36,1,16,3,0,7,80,0
L547,111,675,0.267115,6,103,3,51,0.7,0.320151,170,3,14,3,1,6,71,0
L202,51,104,0.0,0,5,18,0,0.833333,0.906977,78,1,12,18,4,3,30,2
L12628,46,47,0.0,0,0,3,0,1.0,0.939394,31,0,12,16,0,3,34,2
L12989,28,144,0.0,0,8,11,0,0.8888889999999999,0.8211379999999999,101,1,12,16,2,3,33,2
L12992,22,23,0.0,0,0,4,0,1.0,0.777778,7,0,12,16,0,3,33,2
L969,31,69,0.0,0,1,42,0,0.5,0.592593,32,1,16,0,0,0,1,2
L11262,20,96,0.0,0,3,8,0,1.0,0.848101,67,0,0,0,0,0,3,2
L190,26,367,0.0,0,17,40,0,1.0,0.904762,304,0,12,20,6,2,42,2
L14134,50,51,0.0,0,0,7,0,1.0,0.945946,35,0,12,14,0,2,25,2
L11218,25,81,0.0,0,6,13,0,1.0,0.8688520000000001,53,0,12,20,6,2,31,2
L477,31,306,0.0,0,16,30,0,1.0,0.8804350000000001,243,0,12,21,7,6,41,2
L14018,48,67,0.0,0,3,5,0,1.0,0.9,45,0,12,17,3,2,28,2
L12909,36,37,0.0,0,0,6,0,1.0,0.913043,21,0,12,14,0,2,25,2
L238,25,155,0.0,0,8,25,0,1.0,0.879699,117,0,0,3,3,2,8,2
L172,33,351,0.0,0,25,93,0,0.923077,0.843949,265,2,12,14,14,2,25,2
L214,22,40,0.0,0,2,26,0,1.0,0.833333,20,0,0,1,1,0,2,2
L2367,26,39,0.0,0,2,4,0,1.0,0.8260870000000001,19,0,12,16,2,2,27,2
L14273,20,39,0.0,0,3,5,0,0.75,0.7391300000000001,17,1,12,16,2,3,28,2
L10346,34,54,0.0,0,1,11,0,1.0,0.897436,35,0,12,16,0,3,34,2
L14158,25,55,0.0,0,1,1,0,1.0,0.8947370000000001,34,0,0,0,0,0,1,2
L14522,28,131,0.0,0,10,7,0,1.0,0.8365379999999999,87,0,3,7,7,0,10,2
L32248,19,28,0.0,0,1,1,0,0.5,0.384615,5,1,2,0,0,0,1,2
L15312,24,35,0.0,0,1,3,0,1.0,0.85,17,0,0,0,0,0,1,2
L15022,23,101,0.0,0,3,3,0,1.0,0.8809520000000001,74,0,0,0,0,0,3,2
L12430,22,81,0.0,0,5,6,0,1.0,0.783333,47,0,3,11,4,0,15,2
L9029,18,110,0.0,0,26,2,0,0.555556,0.658537,54,12,12,38,12,23,77,0
L9091,19,101,0.0,0,22,2,0,0.5217390000000001,0.684211,52,11,12,37,11,22,73,0
L9133,19,77,0.0,0,16,2,0,0.529412,0.6727270000000001,37,8,12,34,8,19,67,0
L9230,18,26,0.0,0,2,1,0,0.666667,0.636364,7,1,12,27,1,12,53,0
L9170,18,32,0.0,0,4,1,0,0.6,0.625,10,2,12,28,2,13,55,0
L9185,19,41,0.0,0,6,1,0,0.571429,0.666667,16,3,12,29,3,14,57,0
L9203,20,67,0.0,0,12,2,0,0.538462,0.702128,33,6,12,32,6,17,63,0
L9323,18,65,0.0,0,12,1,0,0.6153850000000001,0.681818,30,5,12,33,7,16,63,0
L9356,24,55,0.0,0,3,15,0,1.0,0.8611110000000001,31,0,0,1,1,0,3,0
L9516,18,26,0.0,0,2,1,0,0.666667,0.636364,7,1,12,27,1,12,53,0
L9703,23,34,0.0,0,1,1,0,1.0,0.8235290000000001,14,0,0,0,0,0,4,0
L9492,19,27,0.0,0,2,1,0,0.666667,0.666667,8,1,12,27,1,12,53,0
L9504,18,26,0.0,0,2,1,0,0.666667,0.636364,7,1,12,27,1,12,53,0
L9315,29,153,0.0,0,19,5,0,0.85,0.825,99,3,12,32,12,5,61,0
L9388,27,64,0.0,0,10,61,0,0.545455,0.7209300000000001,31,5,12,26,5,11,51,0
L9794,19,26,0.0,0,1,1,0,1.0,0.727273,8,0,12,27,1,11,52,0
L9803,19,41,0.0,0,6,1,0,0.571429,0.666667,16,3,12,29,3,14,57,0
L9447,21,85,0.0,0,16,13,0,0.647059,0.704918,43,6,12,34,8,17,67,0
L9855,18,75,0.0,0,16,1,0,0.529412,0.660377,35,8,12,34,8,19,67,0
L9590,18,33,0.0,0,4,2,0,0.6,0.647059,11,2,12,28,2,13,55,0
L9920,18,48,0.0,0,8,1,0,0.555556,0.666667,20,4,12,30,4,15,59,0
L9561,18,26,0.0,0,2,2,0,0.666667,0.636364,7,1,12,27,1,12,53,0
L9907,19,27,0.0,0,2,1,0,0.666667,0.666667,8,1,12,27,1,12,53,0
L9551,18,27,0.0,0,2,2,0,0.666667,0.666667,8,1,12,27,1,12,53,0
L9948,18,88,0.0,0,20,1,0,0.52381,0.65625,42,10,12,36,10,21,71,0
L9451,18,108,0.0,0,26,2,0,0.518519,0.654321,53,13,12,39,13,24,77,0
L10032,22,195,0.0,0,38,1,0,0.5897439999999999,0.748428,119,16,12,44,18,27,89,0
L10094,19,33,0.0,0,3,1,0,0.75,0.705882,12,1,12,28,2,12,54,0
L10136,18,34,0.0,0,4,1,0,0.6,0.666667,12,2,12,28,2,13,55,0
L10106,18,40,0.0,0,5,1,0,0.666667,0.695652,16,2,12,29,3,13,56,0
L10121,19,41,0.0,0,5,1,0,0.666667,0.708333,17,2,12,29,3,13,56,0
L10151,21,82,0.0,0,18,1,0,0.526316,0.661017,39,9,12,35,9,20,69,0
L10187,18,31,0.0,0,3,1,0,0.75,0.666667,10,1,12,28,2,12,54,0
L10202,19,27,0.0,0,2,1,0,0.666667,0.666667,8,1,12,27,1,12,53,0
L10214,19,47,0.0,0,8,1,0,0.555556,0.655172,19,4,12,30,4,15,59,0
L10235,19,34,0.0,0,4,1,0,0.6,0.666667,12,2,12,28,2,13,55,0
L10307,18,40,0.0,0,6,1,0,0.571429,0.652174,15,3,12,29,3,14,57,0
L9455,21,149,0.0,0,35,2,0,0.527778,0.683761,80,17,12,44,18,28,86,0
L10325,19,34,0.0,0,4,1,0,0.6,0.666667,12,2,12,28,2,13,55,0
L9462,18,76,0.0,0,13,3,0,0.642857,0.722222,39,5,12,34,8,16,64,0
L10381,18,26,0.0,0,2,1,0,0.666667,0.636364,7,1,12,27,1,12,53,0
L10393,19,49,0.0,0,8,1,0,0.555556,0.677419,21,4,12,30,4,15,59,0
L10414,18,26,0.0,0,2,1,0,0.666667,0.636364,7,1,12,27,1,12,53,0
L10426,19,27,0.0,0,2,1,0,0.666667,0.666667,8,1,12,27,1,12,53,0
L10438,18,65,0.0,0,14,1,0,0.533333,0.636364,28,7,12,33,7,18,65,0
L10358,22,132,0.0,0,22,2,0,0.695652,0.742574,75,7,12,37,11,18,73,0
L10514,19,40,0.0,0,6,1,0,0.571429,0.652174,15,3,12,29,3,14,57,0
L10532,18,26,0.0,0,2,3,0,0.666667,0.636364,7,1,12,27,1,12,53,0
L9476,19,124,0.0,0,29,3,0,0.533333,0.6736840000000001,64,14,12,41,15,25,80,0
L10595,19,61,0.0,0,12,1,0,0.538462,0.658537,27,6,12,32,6,17,63,0
L10622,26,187,0.0,0,34,2,0,0.657143,0.744966,111,12,12,40,14,23,85,0
L9466,20,100,0.0,0,15,5,0,0.6875,0.743243,55,5,12,34,8,16,66,0
L9470,21,83,0.0,0,11,5,0,0.666667,0.75,45,4,12,31,5,15,62,0
L10781,18,112,0.0,0,23,1,0,0.625,0.702381,59,9,12,37,11,20,74,0
L9577,18,25,0.0,0,2,2,0,0.666667,0.6,6,1,12,27,1,12,53,0
L10828,18,33,0.0,0,4,1,0,0.6,0.647059,11,2,12,28,2,13,55,0
L14161,18,31,0.0,0,1,1,0,1.0,0.8125,13,0,0,0,0,0,1,0
L14475,22,368,0.0,0,24,3,0,1.0,0.824615,268,0,4,6,6,6,24,0
L15703,19,29,0.0,0,1,3,0,0.5,0.357143,5,1,3,0,0,0,1,0
L923,25,77,0.0,0,2,3,0,1.0,0.810345,47,0,0,0,0,0,2,2
L1048,35,67,0.0,0,1,9,0,1.0,0.604167,29,0,16,0,0,0,1,2
L696,28,94,0.0,0,7,4,0,1.0,0.842857,59,0,0,4,4,0,7,2
L1079,35,156,0.0,0,13,4,0,0.928571,0.874016,111,1,0,5,5,1,13,2
L1289,70,189,0.0,0,6,16,0,1.0,0.951807,158,0,0,6,6,0,6,0
L1403,55,241,0.0,0,12,13,0,1.0,0.925743,187,0,0,12,12,0,12,0
L20113,58,372,0.0,0,11,8,0,1.0,0.924198,317,0,0,0,0,1,11,0
L20107,46,106,0.0,0,2,9,0,1.0,0.885417,85,0,0,0,0,0,2,0
L9242,45,228,0.0,0,8,9,0,1.0,0.917476,189,0,0,0,0,1,8,0
L2962,67,108,0.0,0,1,16,0,1.0,0.948454,92,0,0,0,0,0,1,0
L1019,42,121,0.0,0,3,16,0,1.0,0.925926,100,0,0,0,0,0,3,0
L1844,43,366,0.0,0,14,3,0,1.0,0.813665,262,0,0,0,0,1,14,0
L2936,49,319,0.0,0,14,24,0,1.0,0.777778,217,0,5,5,5,5,14,0
L9255,43,124,0.0,0,4,21,0,1.0,0.944954,103,0,0,4,4,0,4,0
L1881,50,205,0.0,0,7,9,0,1.0,0.928571,169,0,0,0,0,5,7,0
L162,35,142,0.0,1,9,47,0,1.0,0.677966,80,0,1,2,2,0,6,0
L379,29,42,0.0,0,1,11,1,1.0,0.7741939999999999,24,0,1,2,0,0,7,0
L382,29,42,0.0,0,1,12,1,1.0,0.78125,25,0,1,2,0,0,7,0
L376,34,262,0.0,1,11,17,6,1.0,0.728889,164,0,5,6,4,0,15,0
L34723,36,63,0.0,0,2,1,0,1.0,0.9,45,0,0,7,1,7,16,0
L1626,59,413,0.0,0,14,10,0,1.0,0.93733,344,0,0,6,6,6,14,0
L20118,46,129,0.0,0,4,2,0,1.0,0.8584069999999999,97,0,0,0,0,0,4,1
L20123,44,159,0.0,0,7,2,0,1.0,0.8695649999999999,120,0,0,0,0,0,7,1
L34057,64,308,0.327935,1,20,0,4,1.0,0.666667,174,0,3,6,6,1,12,0
L20129,46,599,0.19256,2,71,3,6,1.0,0.545455,282,0,2,12,12,7,26,0
L1589,56,445,0.0,0,17,2,0,1.0,0.803665,307,0,0,0,0,1,17,0
L21415,50,210,0.0,0,10,2,4,1.0,0.71345,122,0,4,4,4,4,10,0
L34348,65,687,0.0,2,20,2,8,1.0,0.727528,259,0,5,5,5,0,20,0
L34484,55,1006,0.0,3,83,2,44,1.0,0.478708,326,0,19,6,6,7,43,0
L34714,49,127,0.0,1,4,4,0,1.0,0.745283,79,0,0,0,0,0,3,0
L34721,52,767,0.0,1,63,0,28,1.0,0.597201,384,0,6,7,7,8,36,0
L34899,51,524,0.0,1,24,0,19,1.0,0.650888,220,0,3,0,0,6,30,0
L35031,48,134,0.0,2,10,1,4,1.0,0.594828,69,0,0,0,0,0,3,0
L3140,113,276,0.333333,1,16,3,3,1.0,0.709497,127,0,0,0,0,2,11,2
L3199,102,406,0.6636770000000001,3,39,1,2,1.0,0.513793,149,0,9,1,1,7,18,2
L3217,99,183,0.0,1,8,2,0,1.0,0.7289720000000001,78,0,1,2,2,0,6,0
L3237,100,117,0.0,0,2,6,0,1.0,0.857143,48,0,0,0,0,0,2,0
L3361,117,445,0.922353,1,31,3,13,1.0,0.614907,198,0,0,3,3,1,17,0
L3435,109,355,0.770833,3,31,1,2,1.0,0.526316,130,0,5,1,1,3,10,0
L9750,507,560,0.0,0,4,1,0,1.0,0.607843,31,0,1,1,1,0,4,0
L9369,70,251,0.133858,1,31,0,5,0.07142860000000001,0.113636,15,26,43,56,12,33,174,0
L9434,70,218,0.0,0,23,0,3,0.08333330000000001,0.101852,11,22,43,55,11,32,170,0
L9476,70,190,0.182796,1,21,0,7,0.111111,0.141304,13,16,43,52,8,29,164,0
L9573,70,99,0.0,0,3,0,4,0.5,0.392857,11,2,43,45,1,22,150,0
L9513,70,110,0.0,0,5,0,3,0.333333,0.305556,11,4,43,46,2,23,152,0
L9528,70,123,0.0,0,7,0,4,0.25,0.25,11,6,43,47,3,24,154,0
L9546,70,158,0.0,0,13,1,3,0.14285699999999998,0.16176500000000002,11,12,43,50,6,27,160,0
L9585,78,276,0.0,3,32,0,15,0.0909091,0.277108,46,10,6,1,1,1,10,0
L9663,70,169,0.333333,1,17,0,6,0.153846,0.16455699999999998,13,11,43,51,6,26,160,0
L9696,89,495,0.0,5,49,7,7,1.0,0.532808,203,0,13,2,2,0,9,0
L9854,70,99,0.0,0,3,0,3,0.5,0.392857,11,2,43,45,1,22,150,0
L10038,75,130,0.0,1,4,0,2,1.0,0.5818180000000001,32,0,2,2,1,0,7,0
L9830,70,99,0.0,0,3,0,3,0.5,0.392857,11,2,43,45,1,22,150,0
L9842,70,99,0.0,0,3,0,4,0.5,0.392857,11,2,43,45,1,22,150,0
L9428,90,766,0.07717460000000001,4,79,55,28,0.13333299999999998,0.277592,166,26,61,53,18,16,188,0
L9371,79,339,0.0,3,38,53,11,0.111111,0.321429,72,16,43,44,15,21,147,0
L10132,70,87,0.0,0,1,0,1,1.0,0.55,11,0,43,45,0,21,149,0
L10141,70,118,0.0,0,7,0,4,0.125,0.153846,6,7,43,47,3,24,154,0
L9668,68,70,0.0,0,0,8,0,1.0,0.727273,8,0,0,0,0,0,0,0
L10159,70,197,0.0,1,19,0,7,0.157895,0.206186,20,16,44,52,9,27,164,0
L10197,70,183,0.0,0,17,0,6,0.111111,0.130952,11,16,43,52,8,29,164,0
L10230,70,111,0.0,0,5,0,3,0.333333,0.305556,11,4,43,46,2,23,152,0
L10262,70,135,0.0,0,9,0,6,0.2,0.211538,11,8,43,48,4,25,156,0
L9906,70,99,0.0,0,3,1,3,0.5,0.392857,11,2,43,45,1,22,150,0
L10249,70,99,0.0,0,3,0,3,0.5,0.392857,11,2,43,45,1,22,150,0
L9894,70,99,0.0,0,3,1,4,0.5,0.392857,11,2,43,45,1,22,150,0
L10290,70,206,0.0,0,21,0,4,0.0909091,0.11,11,20,43,54,10,31,168,0
L10329,70,243,0.0,0,27,0,6,0.07142860000000001,0.0887097,11,26,43,57,13,34,174,0
L10374,70,329,0.154971,1,43,0,7,0.0512821,0.112299,21,37,43,62,17,37,186,0
L10436,70,99,0.0,0,3,0,3,0.5,0.392857,11,2,43,46,1,22,151,0
L10478,70,111,0.0,0,5,0,4,0.333333,0.305556,11,4,43,46,2,23,152,0
L10448,70,120,0.382022,1,9,0,3,0.333333,0.295455,13,4,43,47,2,23,153,0
L10463,70,120,0.386364,1,9,0,3,0.333333,0.295455,13,4,43,47,2,23,153,0
L10493,70,195,0.0,0,19,0,5,0.1,0.119565,11,18,43,53,9,30,166,0
L10529,70,111,0.0,1,5,0,4,0.4,0.314286,11,3,44,46,2,22,151,0
L10544,70,99,0.0,0,3,0,3,0.5,0.392857,11,2,43,45,1,22,150,0
L10556,70,136,0.0,0,9,0,3,0.2,0.211538,11,8,43,48,4,25,156,0
L10577,70,112,0.0,0,5,0,3,0.333333,0.305556,11,4,43,46,2,23,152,0
L10649,70,123,0.0,0,7,0,6,0.25,0.25,11,6,43,47,3,24,154,0
L10592,70,296,0.06690139999999999,1,36,0,6,0.0555556,0.0674847,11,34,43,62,17,38,183,0
L10667,70,111,0.0,0,5,0,6,0.333333,0.305556,11,4,43,46,2,23,152,0
L10682,70,245,0.271386,3,27,1,20,0.125,0.227586,33,14,43,52,7,28,163,0
L10721,70,99,0.0,0,3,0,3,0.5,0.392857,11,2,43,45,1,22,150,0
L10733,70,135,0.0,0,9,0,4,0.2,0.211538,11,8,43,48,4,25,156,0
L10754,70,99,0.0,0,3,0,4,0.5,0.392857,11,2,43,45,1,22,150,0
L10766,70,99,0.0,0,3,0,3,0.5,0.392857,11,2,43,45,1,22,150,0
L10778,70,195,0.479167,2,18,0,12,0.125,0.151515,15,14,43,51,7,28,162,0
L10808,70,258,0.0,2,28,0,17,0.125,0.222222,32,21,44,55,11,28,170,0
L10856,70,123,0.0,0,7,0,5,0.25,0.25,11,6,43,47,3,24,154,0
L10874,70,99,0.0,0,3,1,3,0.5,0.392857,11,2,43,45,1,22,150,0
L10886,70,317,0.0809524,5,44,1,12,0.0625,0.0687831,13,30,43,59,15,36,178,0
L10937,70,167,0.21519,1,17,0,5,0.14285699999999998,0.171053,13,12,43,50,6,27,160,0
L10964,70,432,0.303191,4,73,1,19,0.0555556,0.0425532,12,34,45,58,14,33,183,0
L11033,70,298,0.0696721,3,41,2,20,0.1,0.0879121,16,18,44,53,9,29,167,0
L10986,70,217,0.122302,3,26,2,13,0.153846,0.110169,13,11,44,49,5,25,161,0
L11123,70,231,0.149123,1,27,0,6,0.08333330000000001,0.152542,18,22,43,55,10,30,171,0
L9924,70,124,0.901961,2,6,1,8,0.5,0.294118,15,2,43,45,1,22,150,0
L11170,70,111,0.0,0,5,0,5,0.333333,0.305556,11,4,43,46,2,23,152,0
L9948,130,190,0.5073529999999999,5,13,1,7,1.0,0.40678,24,0,6,1,0,0,7,0
L11313,69,87,0.0,0,8,1,0,0.222222,0.583333,14,7,12,26,4,11,51,0
L11288,72,90,0.0,0,4,1,0,0.6,0.793103,23,2,12,25,2,10,49,0
L11336,69,81,0.0,0,4,1,0,0.4,0.7,14,3,12,25,2,10,49,0
L11356,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L11373,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L11390,71,79,0.0,0,2,1,0,0.666667,0.8,16,1,12,24,1,9,47,0
L11407,73,128,0.0,0,14,1,0,0.533333,0.741935,46,7,12,30,7,15,59,0
L11595,70,71,0.0,0,0,1,0,1.0,0.818182,9,0,0,0,0,0,3,0
L11566,69,90,0.0,0,10,1,0,0.181818,0.538462,14,9,12,28,5,13,55,0
L11445,71,72,0.0,0,0,1,0,1.0,0.818182,9,0,12,20,0,2,42,0
L11615,74,90,0.0,0,4,36,0,0.6,0.777778,21,2,12,23,2,8,45,0
L11640,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L11656,71,86,0.0,0,4,1,0,0.6,0.769231,20,2,12,25,2,10,49,0
L11675,69,87,0.0,0,8,1,0,0.111111,0.473684,9,8,12,27,4,12,53,0
L11700,72,73,0.0,0,0,1,0,1.0,0.857143,12,0,12,23,0,8,45,0
L11713,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L11729,71,140,0.0,0,18,1,0,0.526316,0.7260270000000001,53,9,12,32,9,17,63,0
L11769,72,147,0.0,0,20,1,0,0.52381,0.717949,56,10,12,33,10,18,65,0
L11814,71,106,0.0,0,10,1,0,0.545455,0.7209300000000001,31,5,12,28,5,13,55,0
L11842,68,69,0.0,0,0,1,0,1.0,0.818182,9,0,12,23,0,8,45,0
L11855,69,75,0.0,0,2,1,0,0.333333,0.692308,9,2,12,24,1,9,47,0
L11871,72,88,0.0,0,4,1,0,0.6,0.777778,21,2,12,25,2,10,49,0
L11890,71,101,0.0,0,8,1,0,0.555556,0.736842,28,4,12,27,4,12,53,0
L11915,72,97,0.0,0,6,1,0,0.571429,0.771429,27,3,12,26,3,11,51,0
L11937,69,79,0.0,0,4,1,0,0.2,0.6,9,4,12,25,2,10,49,0
L11956,69,70,0.0,0,0,1,0,1.0,0.818182,9,0,12,23,0,8,45,0
L11969,69,70,0.0,0,0,1,0,1.0,0.818182,9,0,12,23,0,8,45,0
L11982,71,129,0.0,0,16,1,0,0.529412,0.714286,45,8,12,31,8,16,61,0
L12019,69,79,0.0,0,4,1,0,0.2,0.6,9,4,12,25,2,10,49,0
L12038,73,81,0.0,0,2,1,0,0.666667,0.818182,18,1,12,24,1,9,47,0
L12054,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L12070,72,102,0.0,0,8,1,0,0.555556,0.74359,29,4,12,27,4,12,53,0
L12095,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L12111,71,81,0.0,0,6,1,0,0.14285699999999998,0.578947,11,6,12,26,3,11,51,0
L12133,72,87,0.0,0,4,1,0,0.6,0.777778,21,2,12,25,2,10,49,0
L12152,72,73,0.0,0,0,1,0,1.0,0.857143,12,0,12,23,0,8,45,0
L12165,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L12181,72,80,0.0,0,2,1,0,0.666667,0.809524,17,1,12,24,1,9,47,0
L11311,66,112,0.0,0,11,1,3,0.08333330000000001,0.10256400000000003,4,11,43,43,5,23,148,0
L11283,66,104,0.0,0,9,1,3,0.1,0.121212,4,9,43,42,4,22,146,0
L11334,66,104,0.0,0,9,1,3,0.1,0.121212,4,9,43,42,4,22,146,0
L11354,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11371,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11388,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11405,66,144,0.0,0,19,1,5,0.05,0.0634921,4,19,43,47,9,27,156,0
L11593,68,89,0.0,0,2,0,3,1.0,0.391304,9,0,2,2,1,0,5,0
L11477,66,128,0.0,0,15,1,3,0.0625,0.0784314,4,15,43,45,7,25,152,0
L11293,75,152,0.0,3,5,37,2,0.666667,0.0684932,5,1,55,39,0,13,165,0
L11285,66,120,0.0,1,15,36,3,0.125,0.08333330000000001,4,7,43,40,5,20,141,0
L11549,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11508,66,104,0.0,0,9,1,3,0.1,0.121212,4,9,43,42,4,22,146,0
L11486,66,120,0.0,0,13,1,3,0.07142860000000001,0.08888889999999999,4,13,43,44,6,24,150,0
L11502,66,88,0.0,0,5,1,3,0.166667,0.190476,4,5,43,40,2,20,142,0
L11552,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11511,66,160,0.0,0,23,1,3,0.0416667,0.053333300000000014,4,23,43,49,11,29,160,0
L11520,66,168,0.0,0,25,1,7,0.0384615,0.0493827,4,25,43,50,12,30,162,0
L11529,65,126,0.0,0,15,1,5,0.0625,0.0784314,4,15,43,45,7,25,152,0
L11461,65,87,0.0,0,5,1,3,0.166667,0.190476,4,5,43,40,2,20,142,0
L11517,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11499,66,104,0.0,0,9,1,3,0.1,0.121212,4,9,43,42,4,22,146,0
L11537,66,120,0.0,0,13,1,3,0.07142860000000001,0.08888889999999999,4,13,43,44,6,24,150,0
L11543,66,112,0.0,0,11,1,3,0.08333330000000001,0.10256400000000003,4,11,43,43,5,23,148,0
L11474,66,104,0.0,0,9,1,3,0.1,0.121212,4,9,43,42,4,22,146,0
L11523,66,88,0.0,0,5,1,3,0.166667,0.190476,4,5,43,40,2,20,142,0
L11514,66,88,0.0,0,5,1,3,0.166667,0.190476,4,5,43,40,2,20,142,0
L11546,66,151,0.0,0,21,1,7,0.0454545,0.057971,4,21,43,48,10,28,158,0
L11466,66,104,0.0,0,9,1,3,0.1,0.121212,4,9,43,42,4,22,146,0
L11496,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11471,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11526,66,120,0.0,0,13,1,5,0.07142860000000001,0.08888889999999999,4,13,43,44,6,24,150,0
L11505,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11532,66,112,0.0,0,11,1,3,0.08333330000000001,0.10256400000000003,4,11,43,43,5,23,148,0
L11493,66,104,0.0,0,9,1,3,0.1,0.121212,4,9,43,42,4,22,146,0
L11483,66,88,0.0,0,5,1,3,0.166667,0.190476,4,5,43,40,2,20,142,0
L11540,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L11480,66,96,0.0,0,7,1,3,0.125,0.148148,4,7,43,41,3,21,144,0
L12699,142,1321,0.5211779999999999,6,174,10,51,0.96,0.439791,504,1,35,24,12,10,93,0
L13085,75,263,0.0,6,34,2,7,1.0,0.3879780000000001,71,0,40,24,3,10,95,1
L12634,79,661,0.552344,3,65,1,30,1.0,0.480144,266,0,7,4,0,6,33,2
L13135,87,124,0.0,0,3,2,1,1.0,0.75,42,0,39,27,2,12,103,0
L13159,81,430,0.0600775,2,37,9,16,1.0,0.527439,173,0,37,25,4,10,92,0
L12892,70,188,0.0,0,12,13,6,1.0,0.695238,73,0,34,21,3,7,77,0
L13297,68,105,0.0,0,3,2,1,1.0,0.621622,23,0,38,27,2,11,99,0
L10040,74,201,0.0,1,26,3,7,1.0,0.5572520000000001,73,0,1,1,1,0,4,3
L11186,110,281,0.15825699999999998,7,40,3,9,1.0,0.449495,89,0,6,1,1,0,5,0
L13375,108,182,0.0,0,4,1,10,1.0,0.73,73,0,37,25,1,10,97,2
L13424,80,182,0.0,3,9,1,11,1.0,0.505263,48,0,42,25,1,10,99,3
L13463,87,148,0.540984,0,3,1,6,1.0,0.716216,53,0,41,28,1,12,106,2
L13499,68,128,0.0,0,3,1,4,1.0,0.62963,34,0,40,28,1,11,102,2
L13052,82,1746,0.204922,6,190,16,36,1.0,0.298246,408,0,74,65,26,17,230,8
L13805,83,219,0.0,3,10,1,17,1.0,0.473282,62,0,50,35,1,12,123,3
L13860,71,161,0.177419,1,5,1,9,1.0,0.555556,45,0,45,29,1,9,114,2
L13821,93,171,0.411765,2,6,1,13,1.0,0.5882350000000001,50,0,45,36,1,15,134,2
L13816,81,177,0.308176,2,7,1,14,1.0,0.488372,42,0,49,36,1,15,136,3
L13835,98,181,0.0,0,4,1,13,1.0,0.683168,69,0,47,31,1,12,118,4
L13840,113,230,0.115183,4,11,1,17,1.0,0.632653,93,0,44,29,1,9,116,2
L13377,67,76,0.0,0,1,14,0,1.0,0.769231,10,0,12,15,1,2,26,2
L13845,85,155,0.0,0,3,1,9,1.0,0.679487,53,0,37,21,1,9,77,2
L13850,70,131,0.0,0,3,1,5,1.0,0.631579,36,0,41,28,1,11,97,2
L13855,78,145,0.540984,0,3,1,6,1.0,0.695652,48,0,40,28,1,12,105,2
L14448,102,142,0.0,0,4,1,2,1.0,0.794521,58,0,41,27,2,9,109,0
L526,101,1658,0.0857378,5,194,36,77,1.0,0.513958,718,0,53,39,15,13,164,6
L13812,85,342,0.0,1,25,6,12,1.0,0.57377,140,0,48,34,9,12,119,0
L14121,71,156,0.0,1,7,4,8,1.0,0.604938,49,0,43,28,3,9,110,0
L9595,90,822,0.277344,4,94,95,45,1.0,0.546131,367,0,43,35,11,15,130,1
L14203,70,245,0.0,5,26,2,7,1.0,0.409639,68,0,47,35,3,15,132,1
L14244,96,251,0.0,1,17,4,5,1.0,0.6134970000000001,100,0,45,30,5,12,114,1
L14293,117,355,0.0,2,16,3,18,1.0,0.753731,202,0,42,28,6,9,111,1
L12737,90,102,0.0,1,2,5,0,1.0,0.666667,24,0,4,0,0,0,1,0
