ID,CC,NL,WMC,CBOI,NOI,AD,CD,CLOC,PUA,NA,NG,NLG,NS,TNM,bug
L19725,0.0,1,3,1,13,1.0,0.558824,38,0,14,68,0,22,181,0
L19775,0.0,2,13,2,18,1.0,0.49612399999999995,64,0,17,68,0,23,183,0
L19837,0.0,0,1,1,6,1.0,0.714286,30,0,14,68,0,22,180,0
L19856,0.0,2,7,1,4,1.0,0.25,9,0,14,68,0,22,183,0
L19881,0.0,3,24,1,14,1.0,0.256198,31,0,14,68,0,22,187,1
L19927,0.714286,0,2,1,6,1.0,0.608696,28,0,14,68,0,22,184,0
L19942,0.714286,0,2,1,6,1.0,0.608696,28,0,14,68,0,22,184,0
L19957,0.0,0,2,1,0,1.0,0.576923,15,0,15,73,2,23,187,0
L19959,0.209945,4,26,2,20,1.0,0.304933,68,0,15,71,3,23,185,0
L20038,0.11111099999999999,3,10,1,18,1.0,0.372727,41,0,14,68,0,23,181,0
L20091,0.0,5,36,1,40,1.0,0.201521,53,0,14,68,0,22,185,1
L20180,0.0,1,3,1,13,1.0,0.517241,30,0,14,68,0,22,180,0
L20211,0.0,2,15,1,22,1.0,0.5117649999999999,87,0,15,68,0,33,192,0
L20282,0.9759040000000001,1,2,2,9,1.0,0.534884,23,0,14,68,0,22,180,0
L20308,0.9759040000000001,1,2,1,9,1.0,0.547619,23,0,14,68,0,22,181,0
L20323,0.0,0,0,1,0,1.0,0.625,5,0,14,68,0,22,179,0
L20326,0.0,3,6,2,23,1.0,0.351648,32,0,14,68,0,22,181,0
L20350,0.0,0,1,1,5,1.0,0.56,14,0,14,68,0,22,183,0
L19858,0.0,2,7,9,16,1.0,0.4375,42,0,14,68,0,22,182,0
L20374,0.0,0,2,1,6,1.0,0.56,28,0,14,68,0,22,184,0
L20390,0.0,0,2,1,0,1.0,0.769231,30,0,14,68,0,22,184,0
L20406,0.0,0,1,2,0,1.0,0.5882350000000001,10,0,0,0,0,0,1,0
L1200,0.0706045,5,141,26,37,1.0,0.5366029999999999,755,0,28,19,19,4,70,1
L20796,0.0850515,9,64,1,2,1.0,0.302583,82,0,6,2,2,1,6,0
L1663,0.354155,5,110,12,15,0.95,0.4125,363,1,12,6,6,3,22,1
L20292,0.0,0,4,2,2,0.5,0.543478,25,2,24,80,1,26,193,0
L21031,0.0,0,1,2,0,1.0,0.8,68,0,7,0,0,0,1,0
L20067,0.19888499999999998,7,157,4,19,1.0,0.41302799999999995,577,0,33,12,12,3,41,1
L20062,0.10458699999999999,4,97,6,5,1.0,0.5006970000000001,359,0,18,17,17,5,37,1
L19727,0.0639535,3,34,15,19,1.0,0.5242720000000001,162,0,14,68,1,22,179,0
L20707,0.25338299999999997,1,6,3,14,1.0,0.263435,250,0,19,18,1,5,42,1
L1489,0.713126,4,49,90,4,1.0,0.392345,164,0,7,2,2,1,13,0
L22064,0.148293,2,11,75,0,0.75,0.5503779999999999,437,2,283,5,5,0,8,1
L22646,0.0,5,19,3,3,1.0,0.4532020000000001,92,0,9,1,1,0,4,0
L413,0.0,0,1,4,0,1.0,0.875,28,0,0,0,0,0,1,0
L22724,0.0,1,6,1,3,1.0,0.576577,64,0,26,0,0,1,4,0
L22798,0.0,0,1,1,0,1.0,0.625,20,0,3,0,0,0,1,0
L22814,0.0980926,4,46,4,2,1.0,0.343949,108,0,6,5,5,0,8,1
L22870,0.0,0,0,5,0,1.0,0.758621,22,0,4,0,0,0,0,0
L18147,0.0,0,9,11,0,1.0,0.866667,78,0,0,3,3,3,9,0
L22901,0.0,3,5,8,2,1.0,0.41935500000000003,26,0,1,1,1,0,1,0
L447,0.0139283,7,98,2,34,1.0,0.325092,355,0,51,7,3,7,91,0
L487,0.209932,6,35,1,4,1.0,0.6614,293,0,43,4,0,5,86,0
L425,0.0470908,6,268,7,36,1.0,0.39602600000000004,857,0,43,4,4,4,70,1
L23342,0.0,1,9,1,0,1.0,0.609524,64,0,1,1,1,0,7,0
L23332,0.8635010000000001,3,15,1,0,1.0,0.46357600000000004,70,0,1,1,1,0,7,0
L23337,0.516169,3,34,1,1,1.0,0.409836,125,0,3,1,1,0,11,0
L18132,0.044967900000000005,11,54,11,17,1.0,0.326531,160,0,5,4,4,3,14,0
L23854,0.0,0,6,3,0,1.0,0.7540979999999999,46,0,0,1,1,1,7,0
L23832,0.0,0,5,1,2,1.0,0.647059,44,0,1,1,1,1,8,0
L23842,0.0,1,8,1,10,1.0,0.621622,69,0,1,1,1,1,10,0
L23755,0.0,1,5,1,1,1.0,0.5319149999999999,25,0,1,0,0,0,15,0
L23972,0.0,0,0,49,0,1.0,0.301176,128,0,349,0,0,0,0,1
L19847,0.0,1,26,3,3,1.0,0.657407,213,0,14,79,12,30,189,0
L21868,0.166667,1,8,1,11,1.0,0.5058819999999999,43,0,12,69,2,19,168,0
L21865,0.14089000000000002,8,46,2,72,1.0,0.345304,125,0,21,82,3,26,202,1
L21885,0.0,3,41,2,25,1.0,0.443925,95,0,15,74,2,24,190,1
L19740,0.277419,1,10,5,14,1.0,0.542636,70,0,14,71,3,22,177,0
L21888,0.0,5,31,2,34,1.0,0.454545,135,0,19,79,5,24,194,0
L21882,0.0,4,20,1,20,1.0,0.39855100000000004,55,0,12,69,2,19,170,0
L21897,0.0,2,21,1,10,1.0,0.4824560000000001,55,0,12,69,2,19,168,0
L21900,0.0,3,11,1,18,1.0,0.42452799999999996,45,0,13,70,2,21,173,0
L21853,0.0530303,6,23,1,32,1.0,0.402116,76,0,13,70,3,20,172,0
L19920,0.0,6,47,3,30,1.0,0.43373500000000004,144,0,15,72,4,23,182,0
L25023,0.0,0,1,0,1,1.0,0.692308,9,0,12,67,0,19,165,0
L17050,0.0,2,8,4,8,1.0,0.462687,31,0,17,77,3,24,190,1
L17027,0.0,2,12,5,17,0.833333,0.52518,73,1,23,81,3,26,191,1
L17250,0.0,5,28,7,30,1.0,0.393574,98,0,27,83,4,29,209,1
L21946,0.0,5,32,2,20,0.933333,0.601911,189,1,15,75,8,22,178,0
L21943,0.0,0,6,2,1,1.0,0.605634,43,0,14,70,3,21,170,0
L19914,0.455696,2,7,3,5,1.0,0.5802470000000001,47,0,12,69,2,19,168,0
L20627,0.163995,4,40,7,62,1.0,0.455446,184,0,16,74,7,22,182,1
L21872,0.17734,3,15,1,18,1.0,0.571429,76,0,13,70,3,20,171,0
L18129,0.0,5,79,7,38,1.0,0.5074380000000001,307,0,22,79,11,29,201,0
L21903,0.0,1,8,1,8,1.0,0.648936,61,0,13,70,3,20,169,0
L21856,0.290365,9,220,3,58,1.0,0.403406,687,0,23,87,20,28,216,0
L21879,0.0,0,2,1,0,1.0,0.645161,20,0,12,69,2,19,166,0
L21894,0.0,2,30,1,22,1.0,0.494382,88,0,13,70,3,20,171,0
L19876,0.0,1,10,8,15,1.0,0.573034,51,0,18,76,2,24,192,0
L21859,0.410788,1,20,3,8,1.0,0.7224079999999999,216,0,17,74,7,24,178,0
L17033,0.0,1,24,23,21,1.0,0.663818,233,0,22,78,11,25,185,0
L16994,0.06902989999999999,4,178,88,20,0.986842,0.493101,679,1,12,67,35,19,164,1
L19831,0.5810810000000001,1,6,3,4,1.0,0.701754,80,0,13,70,3,20,169,0
L19793,0.0,2,16,6,6,1.0,0.5891890000000001,109,0,16,73,6,22,174,0
L21850,0.0,0,1,1,0,1.0,0.684211,13,0,22,79,0,29,202,0
L24730,0.0,4,14,4,6,1.0,0.5962729999999999,96,0,13,68,1,21,170,0
L19917,0.0490654,4,26,4,30,1.0,0.505618,135,0,15,71,4,21,174,0
L19873,0.06065319999999999,5,46,20,44,1.0,0.524941,221,0,17,74,7,24,186,1
L26604,0.0,0,2,1,5,0.666667,0.638889,23,1,18,74,0,25,188,0
L21876,0.0,1,9,2,9,1.0,0.6195649999999999,57,0,13,70,3,20,171,0
L21862,0.14130399999999999,3,19,3,21,1.0,0.516304,95,0,16,72,5,22,174,0
L20426,0.110775,6,52,1,34,1.0,0.375691,136,0,3,9,1,4,60,1
L20433,0.0,4,14,1,20,1.0,0.379845,49,0,4,9,0,5,65,0
L26789,0.0,3,9,1,25,1.0,0.270833,26,0,4,8,0,4,54,0
L20048,0.0,1,11,5,8,1.0,0.642336,88,0,15,70,3,22,173,0
L20190,0.0,0,10,5,2,1.0,0.603306,73,0,16,71,4,23,174,0
L1294,0.0,6,112,16,17,1.0,0.479283,428,0,30,83,16,30,204,1
L27087,0.0,5,177,2,62,1.0,0.299041,343,0,10,3,3,0,63,0
L1161,0.0994608,3,157,38,19,1.0,0.550517,692,0,35,109,42,41,238,0
L1607,0.46401499999999996,2,31,10,27,1.0,0.501845,136,0,39,114,5,41,249,0
L1218,0.0,3,94,49,56,0.9714290000000001,0.5295340000000001,511,1,57,139,25,42,309,0
L24555,0.191083,7,111,3,36,1.0,0.327824,238,0,7,9,9,2,21,0
L28043,0.0,0,20,2,7,1.0,0.578947,110,0,6,7,7,2,15,0
L27102,0.0,0,4,1,1,1.0,0.543478,25,0,1,1,1,0,16,0
L20299,0.0,0,4,6,3,1.0,0.614035,35,0,23,79,1,25,189,0
L20175,0.0,0,4,2,0,1.0,0.561404,32,0,3,3,3,0,4,0
L23783,0.0,0,1,3,0,1.0,0.764706,13,0,0,0,0,0,1,0
L23880,0.0,0,8,19,0,1.0,0.6195649999999999,57,0,0,0,0,0,20,0
L28319,0.0,2,9,1,12,1.0,0.543478,75,0,16,10,2,2,75,0
L26607,0.0,0,4,1,6,0.8,0.55102,27,1,10,10,2,0,73,0
L28385,0.0,0,1,3,1,1.0,0.653846,17,0,6,0,0,0,2,0
L28400,0.0,0,5,4,0,1.0,0.652439,107,0,18,0,0,0,5,0
L2709,0.0,5,37,2,27,1.0,0.301471,82,0,6,0,0,0,7,1
L28387,0.0,0,1,4,0,1.0,0.62963,34,0,6,0,0,0,1,0
L2143,0.0,0,3,4,0,1.0,0.8125,26,0,0,0,0,0,3,0
L28570,0.0,0,1,2,0,1.0,0.75,12,0,0,0,0,0,4,0
L28478,0.0,0,1,2,0,1.0,0.714286,10,0,0,0,0,0,5,0
L2774,0.527233,3,31,28,13,1.0,0.40249,97,0,2,0,0,0,13,1
L28493,0.0,3,11,4,0,1.0,0.405172,47,0,4,0,0,0,3,0
L28694,0.0,3,15,4,16,1.0,0.623711,121,0,2,0,0,0,2,0
L28808,0.0,2,7,1,4,1.0,0.6542060000000001,70,0,6,2,2,0,3,0
L25700,0.0,6,17,3,11,1.0,0.46853100000000003,67,0,2,1,1,0,5,0
L25644,0.0,0,1,2,0,1.0,0.558824,19,0,4,0,0,0,1,0
L28891,0.0,3,9,2,8,1.0,0.5,52,0,40,42,2,16,151,0
L26797,0.0,5,11,2,7,1.0,0.30136999999999997,22,0,1,1,1,0,1,0
L28955,0.0,5,15,1,20,1.0,0.321739,37,0,41,39,1,15,144,0
L28944,0.0,0,5,1,9,1.0,0.5802470000000001,47,0,2,4,4,0,5,1
L29024,0.246479,2,19,12,3,1.0,0.648649,168,0,2,0,0,0,13,0
L29133,0.0,2,5,3,2,1.0,0.48837200000000003,42,0,8,0,0,0,1,0
L25321,0.0,4,37,2,10,1.0,0.369176,103,0,2,0,0,0,5,0
L29217,0.4184100000000001,4,15,0,0,1.0,0.517442,89,0,7,0,0,0,8,0
L29274,0.0,0,6,3,0,1.0,0.594828,69,0,12,1,1,1,6,0
L29340,0.0,0,1,0,0,1.0,0.607143,17,0,3,0,0,0,1,0
L17647,0.11801700000000001,4,192,19,47,0.983051,0.448366,686,1,25,15,14,4,70,1
L29690,0.28571399999999997,5,19,2,14,1.0,0.401408,57,0,0,1,1,0,3,0
L24534,0.0,3,18,3,8,1.0,0.51773,73,0,2,2,2,1,6,1
L20961,0.22449000000000002,2,23,1,7,0.714286,0.41573000000000004,74,2,2,0,0,3,7,0
L30808,0.0,0,0,2,0,1.0,0.571429,4,0,0,0,0,0,0,0
L30811,0.0,3,11,1,21,1.0,0.42934799999999995,79,0,15,0,0,0,2,1
L29359,0.0,0,7,2,0,1.0,0.878049,72,0,0,7,7,0,7,0
L29389,0.0,0,1,1,0,1.0,0.8,16,0,0,0,0,1,1,0
L2040,0.45396099999999995,3,106,2,21,1.0,0.496054,440,0,13,2,2,3,35,0
L20989,0.211823,9,124,1,20,1.0,0.532003,640,0,14,7,7,8,43,0
L1434,0.0316468,9,298,69,157,0.982759,0.463449,1325,2,45,45,45,26,124,1
L24940,0.0,4,11,1,20,1.0,0.347826,40,0,6,0,0,1,14,0
L30995,0.0,0,2,0,0,1.0,0.56,14,0,0,1,1,0,2,0
L30992,0.0,0,0,1,0,1.0,0.583333,7,0,1,0,0,0,0,0
L135,0.0,0,8,3,8,1.0,0.464789,33,0,2,4,2,0,30,0
L199,0.0,0,2,0,2,1.0,0.461538,12,0,3,4,0,0,32,0
L671,0.0,1,27,2,23,1.0,0.398907,73,0,3,6,4,0,132,0
L851,0.0,0,10,2,8,1.0,0.483146,43,0,2,4,2,0,32,0
L894,0.0,0,8,2,8,1.0,0.464789,33,0,2,4,2,0,30,0
L137,0.0,0,22,9,19,0.95,0.41935500000000003,78,1,1,2,2,0,22,0
L757,0.0,0,0,5,0,1.0,0.769231,10,0,0,0,0,0,0,0
L1035,0.0,0,0,0,0,1.0,0.727273,8,0,38,36,0,13,88,0
L1040,0.0,0,9,0,10,1.0,0.455696,36,0,3,4,2,0,31,0
L1086,0.0,2,12,2,9,1.0,0.530303,70,0,2,4,2,0,32,0
L220,0.0712589,2,28,0,4,0.9285709999999999,0.550523,158,1,12,26,6,3,50,0
L407,0.914286,1,7,0,2,0.8,0.333333,19,1,1,1,1,0,4,0
L443,0.0,0,5,1,4,0.666667,0.345455,19,2,1,1,1,0,5,0
L484,0.0,0,2,1,2,0.666667,0.42307700000000004,11,1,1,1,1,0,2,0
L476,0.0,0,5,3,4,0.666667,0.409836,25,2,1,1,1,0,5,0
L509,0.0,0,2,3,0,1.0,0.666667,32,0,8,0,0,0,2,0
L535,0.781034,3,34,1,9,0.214286,0.11740899999999999,29,11,10,2,2,1,26,0
L630,0.0,1,4,0,5,1.0,0.5405409999999999,20,0,1,0,0,0,3,0
L664,0.0,0,0,4,0,1.0,0.75,9,0,10,20,0,2,35,0
L222,0.0,0,0,2,0,1.0,0.625,5,0,10,20,0,2,35,0
L2481,0.0705502,5,99,1,0,1.0,0.352941,396,0,10,2,2,0,19,0
L2681,0.22361199999999998,32,107,0,11,1.0,0.20817800000000009,168,0,0,0,0,0,3,1
L1159,0.0,0,2,1,2,1.0,0.513514,19,0,35,109,0,41,240,0
L1191,0.0,0,2,0,4,1.0,0.571429,28,0,0,0,0,0,2,0
L1176,0.0,7,36,4,31,1.0,0.31339,110,0,37,116,7,42,255,0
L1380,0.0,0,6,2,0,1.0,0.44285699999999995,31,0,5,5,5,0,6,0
L1417,0.0,0,1,0,2,0.5,0.473684,9,1,5,5,0,0,8,0
L1166,0.0,0,6,1,1,1.0,0.5365850000000001,22,0,1,0,0,0,3,0
L1180,0.156449,10,286,6,64,0.9589040000000001,0.381265,814,3,16,13,13,16,81,0
L1243,0.0,3,28,3,0,1.0,0.615108,171,0,5,6,6,5,17,0
L1250,0.0,0,34,3,0,1.0,0.8127340000000001,217,0,0,8,8,13,34,0
L1255,0.537313,1,6,1,1,1.0,0.595238,50,0,0,4,4,0,4,0
L1247,0.0,3,40,3,2,1.0,0.609827,211,0,5,8,8,7,21,0
L10192,0.0,0,37,63,0,0.0263158,0.078125,5,37,14,22,22,1,37,0
L10600,0.0,0,1,4,0,0.5,0.892857,25,1,0,0,0,0,1,0
L10200,0.0,0,10,56,0,0.909091,0.704545,31,1,1,2,2,3,10,0
L13146,0.0,0,2,0,0,0.5,0.608696,14,1,3,0,0,0,1,0
L10280,0.0,0,1,5,0,0.0,0.0,0,2,0,0,0,0,1,0
L3187,0.0,0,9,15,0,0.0,0.0,0,10,0,3,3,0,9,0
L3255,0.0,0,3,27,0,0.0,0.0,0,4,0,0,0,0,3,0
L3145,0.0,0,22,19,0,0.0,0.0,0,23,0,0,0,8,22,0
L2955,0.0,4,29,0,20,0.333333,0.134454,16,2,4,0,0,0,2,0
L3141,0.183929,10,60,0,21,0.0,0.09236950000000001,23,5,11,0,0,2,7,0
L2983,0.0,7,25,1,10,0.833333,0.410405,71,1,5,4,4,0,13,0
L3027,0.0,0,1,3,0,0.0,0.0,0,2,0,1,1,0,1,0
L3094,0.0,0,1,1,1,0.0,0.0,0,2,0,1,0,0,2,0
L3097,0.0,0,1,1,1,0.0,0.0,0,2,0,1,0,0,2,0
L3413,0.466346,2,13,1,7,0.0,0.0819672,5,8,205,17,1,9,72,0
L3481,0.0720222,2,18,0,16,0.0,0.0853659,7,9,209,20,1,10,81,0
L3549,0.0,1,9,1,8,0.22222199999999998,0.132075,7,7,206,19,3,9,73,0
L3529,0.130719,2,20,2,16,0.0,0.10256400000000004,12,11,211,21,2,10,83,0
L3623,0.0,5,15,1,24,0.666667,0.279279,31,2,203,14,1,8,57,0
L3721,0.0,3,26,2,34,0.166667,0.13138699999999998,18,5,204,13,0,8,56,0
L3800,0.0,0,3,0,1,0.0,0.0,0,3,2,0,0,0,2,0
L3812,0.0,0,2,0,6,0.0,0.14285699999999998,2,3,201,13,0,8,53,0
L3824,0.0,3,21,3,24,0.75,0.295455,39,2,206,15,2,8,60,0
L3914,0.0,2,3,7,4,0.0,0.0,0,2,204,16,0,8,67,0
L3922,0.0884831,3,38,4,15,0.0,0.0522876,8,6,204,16,0,8,73,0
L3991,0.22392600000000001,2,16,0,20,0.14285699999999998,0.051282100000000004,4,6,213,16,0,9,71,0
L4049,0.0,1,4,0,8,0.0,0.0,0,4,221,21,0,10,92,0
L4071,0.0,1,9,1,1,0.125,0.12820499999999999,5,7,205,17,1,8,72,0
L4088,0.0,1,10,0,23,0.333333,0.173333,13,4,201,13,0,8,56,0
L3453,0.0,4,21,33,22,0.333333,0.148148,24,6,207,17,1,8,73,0
L4184,0.0,0,2,0,3,0.0,0.0,0,3,220,21,0,10,91,0
L4193,0.0,4,18,1,18,0.666667,0.203704,22,1,200,13,0,8,53,0
L4226,0.0,0,4,6,0,0.8,0.7,14,1,0,2,2,0,4,0
L4241,0.41844,0,3,0,6,0.0,0.18421099999999999,7,4,200,13,0,8,54,0
L4258,0.0,1,5,2,0,0.0,0.0,0,5,1,1,1,0,4,0
L4269,0.308824,2,8,0,9,0.25,0.0212766,1,3,220,21,0,10,92,0
L4285,0.0,0,0,103,0,0.0,0.0315789,12,1,188,0,0,0,0,0
L4465,0.363636,1,8,0,10,0.833333,0.315789,18,1,222,21,0,10,94,0
L4497,0.0,2,9,0,18,0.0,0.146067,13,5,201,13,0,8,55,0
L4515,0.0,4,13,1,15,0.0,0.060240999999999996,5,5,201,13,0,8,55,0
L4535,0.0,0,2,0,2,0.0,0.0,0,3,220,21,0,10,91,0
L4543,0.0,11,22,2,8,0.8,0.158824,27,1,203,13,0,8,57,0
L4581,0.0,3,15,0,18,0.75,0.193878,19,1,223,21,0,10,92,0
L4611,0.0,1,9,0,8,0.666667,0.313726,16,2,220,22,1,10,94,0
L4633,0.0,9,64,1,17,0.166667,0.0948905,26,10,214,19,3,9,77,0
L3414,0.0,3,26,79,11,0.44444399999999995,0.351515,58,10,204,16,3,8,66,0
L4744,0.0,1,8,1,3,0.666667,0.35897399999999996,14,2,201,13,0,8,56,0
L4777,0.0,2,16,2,12,0.428571,0.163934,20,4,206,17,1,9,72,0
L4816,0.21967199999999998,3,13,2,9,0.14285699999999998,0.17647100000000002,15,6,207,16,0,10,71,0
L4761,0.466346,2,13,0,7,0.0,0.0819672,5,8,205,17,1,9,72,0
L4845,0.0,0,2,0,3,0.0,0.0,0,3,220,21,0,10,91,0
L4173,0.0,3,17,26,0,0.25,0.108108,8,6,1,0,0,0,7,0
L4877,0.0,2,21,2,31,0.166667,0.233871,29,5,202,13,0,8,56,0
L4910,0.172043,3,11,0,13,0.0,0.015872999999999998,1,4,224,21,0,10,92,0
L4929,0.0,4,32,0,13,0.833333,0.30409400000000003,52,1,224,25,4,10,98,0
L4050,0.16556099999999999,11,118,25,39,0.375,0.150221,102,10,220,21,5,10,91,1
L5202,0.0,1,3,0,5,0.0,0.1,2,3,220,21,0,10,91,1
L5210,0.144279,1,10,3,2,0.1,0.15625,10,9,211,21,2,10,82,0
L5235,0.0,0,1,1,1,0.0,0.0,0,2,211,21,0,10,83,0
L5243,0.19095499999999999,1,10,1,16,0.8,0.328125,21,1,202,13,0,8,55,0
L5265,0.0,0,1,0,0,0.0,0.0,0,2,0,0,0,0,1,0
L5268,0.6106189999999999,5,15,0,25,0.0,0.036585400000000004,3,5,201,14,1,8,57,0
L5324,0.454945,5,20,1,26,0.0,0.06194690000000001,7,5,201,14,1,8,57,0
L3614,0.0,0,2,32,4,0.666667,0.375,6,1,200,13,0,8,51,0
L5351,0.0,0,4,0,0,0.0,0.0,0,5,205,16,0,8,69,0
L5362,0.08658539999999999,2,14,1,27,0.833333,0.324873,64,1,204,14,1,8,58,1
L5399,0.312796,3,25,1,21,0.75,0.322449,79,1,224,21,0,10,93,1
L5424,0.0,0,1,0,1,0.0,0.0,0,2,211,21,0,10,83,0
L5428,0.0,1,6,0,7,0.8,0.29787199999999997,14,1,222,22,1,10,93,0
L5449,0.0,4,17,1,9,0.0,0.06329109999999999,5,6,221,21,0,10,94,0
L5479,0.0,0,5,2,9,0.2,0.3,12,4,202,13,0,8,56,0
L4510,0.0,5,66,5,38,0.9,0.26298699999999997,81,1,205,15,2,9,63,0
L3949,0.0,0,9,6,0,0.333333,0.21951199999999998,9,4,206,18,2,8,73,0
L5629,0.0,0,3,0,3,0.75,0.323529,11,1,222,22,0,10,97,0
L3482,0.0,5,17,7,3,0.166667,0.186441,11,10,208,20,4,9,76,0
L5678,0.17647100000000002,3,27,0,19,0.9,0.368098,60,1,210,17,1,9,74,0
L5725,0.0,1,5,0,5,0.0,0.155556,7,4,201,13,0,8,54,0
L3684,0.448129,4,187,4,43,0.538462,0.245315,288,6,207,4,4,0,30,0
L5630,0.0,3,13,3,11,0.666667,0.24359,19,2,222,22,1,10,94,0
L6032,0.0,0,3,0,3,0.75,0.346154,9,1,222,22,0,10,97,0
L6045,0.0,0,3,1,3,0.25,0.263158,5,3,202,13,0,8,56,0
L6061,0.0,0,3,0,3,0.75,0.37931,11,1,222,22,0,10,97,0
L5722,0.0,0,3,1,5,0.0,0.0454545,1,4,220,21,0,10,92,0
L6094,0.163349,10,53,0,36,0.7,0.155419,76,3,217,15,2,8,64,0
L6221,0.707965,1,6,0,10,0.0,0.0,0,4,220,21,0,10,92,0
L4202,0.0,0,3,1,7,0.0,0.0,0,4,200,13,0,8,54,0
L6240,0.22047199999999997,4,44,2,11,0.666667,0.178571,45,2,214,13,0,8,58,1
L5314,0.174484,4,20,8,30,0.666667,0.23239400000000002,33,2,212,18,0,9,76,0
L6361,0.817391,4,10,1,14,0.0,0.0188679,1,4,206,17,0,8,75,0
L6381,0.10045,3,56,2,11,0.08333330000000001,0.13333299999999998,20,11,209,19,3,10,76,0
L6438,0.21994899999999998,3,15,1,17,0.0,0.0568182,5,9,210,20,1,10,81,0
L3428,0.00989209,6,202,86,57,0.383333,0.191088,223,37,218,26,26,6,75,1
L3550,0.0,0,3,11,0,0.75,0.769231,20,1,204,17,1,8,69,0
L6852,0.0,3,13,1,8,0.0,0.051724099999999995,3,5,221,21,0,10,93,0
L4805,0.06902989999999999,10,95,6,44,0.571429,0.189904,79,9,214,22,6,9,86,0
L6976,0.310526,1,4,0,11,0.0,0.1875,9,4,201,13,0,8,54,0
L6989,0.15291300000000002,2,12,0,12,0.28571399999999997,0.2,19,5,219,23,0,11,97,0
L3628,0.0,0,12,54,0,0.0,0.0222222,1,11,5,4,4,0,10,0
L7035,0.0,0,4,0,0,0.0,0.0,0,5,205,16,0,8,69,0
L7046,0.0837156,3,49,0,30,0.0909091,0.080402,16,10,214,16,0,9,75,0
L4838,0.0,0,2,3,0,0.0,0.0,0,3,204,17,1,9,68,0
L3486,0.0,0,0,5,0,0.0,0.0,0,1,208,20,0,9,76,0
L7099,0.0,0,2,0,3,0.0,0.1,2,3,220,21,0,10,91,0
L3927,0.0,0,5,1,0,0.6,0.428571,15,2,205,16,0,8,71,0
L3763,0.0940242,3,60,2,27,0.785714,0.193103,112,3,210,15,2,9,69,0
L5281,0.0,0,1,6,0,0.5,0.75,9,1,0,0,0,0,1,0
L7269,0.42384099999999997,1,6,0,9,0.75,0.272727,12,1,222,21,0,10,92,0
L4147,0.0378301,5,74,6,26,0.866667,0.293689,121,2,208,19,3,10,83,1
L3504,0.150437,4,50,9,31,0.0,0.12078699999999999,43,12,217,23,4,11,91,0
L7454,0.597015,1,7,0,12,0.0,0.0,0,4,220,21,0,10,92,0
L7463,0.0,1,3,0,6,0.0,0.0,0,3,220,21,0,10,91,0
L3649,0.169628,5,123,24,63,0.186047,0.217822,176,35,224,23,10,22,102,1
L3445,0.0,3,56,87,5,0.32,0.21925100000000008,41,17,10,1,1,1,24,0
L3609,0.0,3,94,84,20,0.909091,0.467391,301,1,200,13,13,8,51,0
L3662,0.0,4,45,10,34,0.0952381,0.11574100000000001,25,19,210,19,6,10,74,0
L5753,0.0,2,29,1,16,0.9,0.41474700000000003,90,1,6,5,5,0,11,0
L3873,0.0,5,25,4,7,0.25,0.17924500000000002,19,6,204,14,1,9,61,0
L3617,0.0,0,4,16,7,0.6,0.30303,10,2,200,13,0,8,53,0
L8042,0.0,1,7,0,14,0.8,0.333333,23,1,202,13,0,8,55,0
L8060,0.0,2,8,0,13,0.14285699999999998,0.10256400000000004,4,6,205,16,0,9,71,0
L6930,0.0,3,18,2,10,0.0,0.0879121,8,6,208,16,0,9,71,0
L8108,0.0,1,4,0,6,0.0,0.11111099999999999,3,4,221,21,0,10,92,0
L8119,0.0,2,15,0,15,0.0,0.08333330000000001,5,6,210,18,1,8,79,0
L6704,0.0,3,15,1,12,0.857143,0.4102560000000001,32,1,202,13,0,9,56,0
L3833,0.0,2,9,5,12,0.8,0.318182,21,1,202,13,0,8,55,0
L7343,0.0,1,11,1,13,0.0,0.0754717,4,5,202,13,0,8,55,0
L4905,0.215777,4,24,10,25,0.5,0.291971,40,3,212,19,1,9,76,0
L6194,0.117769,2,33,15,22,0.947368,0.39408899999999997,80,1,212,18,5,9,71,0
L7218,0.8623850000000001,4,10,2,14,0.0,0.0384615,2,3,206,17,0,8,74,0
L4238,0.177033,3,18,10,8,0.5,0.32966999999999996,30,4,206,17,1,8,72,0
L4207,0.21229,1,11,1,15,0.28571399999999997,0.275862,16,5,202,14,1,8,57,0
L7641,0.121452,4,54,2,22,0.625,0.255875,98,3,210,14,1,8,73,0
L7340,0.196552,2,12,1,19,0.833333,0.316327,31,1,202,13,0,8,56,0
L2940,0.0595534,4,99,20,31,0.729167,0.345541,217,13,31,12,12,14,53,0
L3864,0.093949,3,38,2,34,0.666667,0.229814,37,2,204,14,1,8,56,0
L5608,0.0,5,42,1,31,0.75,0.183594,47,2,205,13,0,8,60,0
L3895,0.0,0,7,1,1,0.0,0.0208333,1,8,222,4,2,2,33,0
L4176,0.292135,3,28,17,4,0.4,0.261745,39,12,204,1,0,0,47,0
L3464,0.0,1,10,119,3,0.3,0.296296,24,7,8,6,6,0,9,0
L5469,0.0,1,11,3,4,0.0909091,0.030302999999999997,2,10,226,5,3,2,36,0
L8415,0.21673,4,7,1,0,0.0,0.36036,80,3,2,1,1,0,2,1
L8436,0.303191,4,6,0,0,0.0,0.406091,80,2,3,1,0,0,3,0
L2972,0.0,1,22,69,3,0.0625,0.0521327,11,15,92,4,4,0,17,0
L5446,0.0,0,3,2,1,0.75,0.4375,14,1,10,6,0,0,12,0
